'Timestamp', 'Operation', 'User', 'ClientIP', 'UserAgent', 'Source', 'Target', 'ResultStatus', 'ResultError', 'ExtendedProperties', 'ID', 'RecipientTypeDetails'2023-01-01T02:30:00Z', 'PasswordSprayed', '-', '10.10.10.5', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Failed', 'Invalid password', '{"Attempts": 5}', 'T1110', 'Brute Force',
'2023-01-02T10:00:00Z', 'UserLoggedIn', 'user1@contoso.com', '10.0.0.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Succeeded', '-', '{"LogonType": "Interactive","AuthenticationType": "Password"}', 'T1078', 'Valid Accounts',
'2023-01-05T12:30:00Z', 'MailboxCreated', 'attacker@evil.com', '192.168.1.1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Exchange', '-', 'Succeeded', '-', '{"MailboxType": "User", "DisplayName": "Attacker", "RecipientTypeDetails": "UserMailbox"}', 'T1078', 'Valid Accounts',
'2023-01-07T15:45:00Z', 'PasswordChanged', 'user2@contoso.com', '10.0.0.4', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Succeeded', '-', '{"PasswordChangedBy": "admin@contoso.com", "IPAddress": "10.0.0.4"}', 'T1096', 'Alternate Authentication Material',
'2023-01-08T18:00:00Z', 'MailboxForwardingRuleCreated', 'user1@contoso.com', '10.0.0.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Exchange', '-', 'Succeeded', '-', '{"ForwardTo": "attacker@evil.com", "SubjectContains": "Budget Report"}', 'T1091', 'Replication Through Removable Media'
'2023-01-10T11:00:00Z', 'FileDeleted', 'user2@contoso.com', '10.0.0.4', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'SharePoint', 'https://contoso.sharepoint.com/sites/mySite/Shared Documents/Budget.xlsx', 'Succeeded', '-', '{"EventSource": "DocumentLibrary", "ItemType": "File", "FileName": "Budget.xlsx", "FolderName": "Shared Documents", "Site": "https://contoso.sharepoint.com/sites/mySite"}', 'T1561', 'Internal Reconnaissance'
'2023-01-20T14:00:00Z', 'MailboxCreated', 'user3@contoso.com', '10.0.0.3', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Exchange', '-', 'Succeeded', '-', '{"MailboxType": "User", "DisplayName": "User 3", "RecipientTypeDetails": "UserMailbox"}', 'T1078', 'Valid Accounts'
'2023-01-25T15:00:00Z', 'UserPasswordReset', 'user4@contoso.com', '10.0.0.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Succeeded', '-', '{"PasswordResetBy": "admin@contoso.com","IPAddress": "10.0.0.2"}', 'T1024', 'Custom Cryptographic Protocol'
'2023-02-02T09:00:00Z', 'UserLoggedIn', 'user5@contoso.com', '10.0.0.5', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Succeeded', '-', '{"LogonType": "RemoteInteractive","AuthenticationType": "Kerberos"}', 'T1078', 'Valid Accounts'
'2023-02-05T13:00:00Z', 'EmailSent', 'user1@contoso.com', '10.0.0.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Exchange', '-', 'Succeeded', '-', '{"Recipients": "["user2@contoso.com","user3@contoso.com","user4@contoso.com"]"', '"Subject": "Urgent: Password reset required"}', 'T1566', 'Phishing'
'2023-02-12T08:00:00Z', 'MailboxForwardingRuleCreated', 'user4@contoso.com', '10.0.0.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Exchange', '-', 'Succeeded', '-', '{"RuleName": "Forwarding Rule", "ForwardingAddress": "external@example.com"}', 'T1144', 'Email Collection'
'2023-02-15T10:00:00Z', 'EmailSent', 'user4@contoso.com', '10.0.0.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Exchange', '-', 'Succeeded', '-', '{"Recipients": "["external@example.com"]","Subject": "Confidential PII Data"}', 'T1567', 'Exfiltration Over C2 Channel'
'2023-02-18T13:00:00Z', 'UserLoggedIn', 'user5@contoso.com', '10.0.0.5', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Succeeded', '-', '{"LogonType": "RemoteInteractive","AuthenticationType": "Kerberos"}', 'T1078', 'Valid Accounts'
'2023-02-23T09:00:00Z', 'UserPasswordReset', 'user2@contoso.com', '10.0.0.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Succeeded', '-', '{"PasswordResetBy": "admin@contoso.com","IPAddress": "10.0.0.2"}', 'T1024', 'Custom Cryptographic Protocol'
'2023-03-01T14:00:00Z', 'EmailSent', 'user1@contoso.com', '10.0.0.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Exchange', '-', 'Succeeded', '-', '{"Recipients": ["user2@contoso.com","user3@contoso.com","user4@contoso.com"],"Subject": "Check this out!"}', 'T1566', 'Phishing'
'2023-03-02T11:00:00Z', 'MailboxCreated', 'user6@contoso.com', '10.0.0.3', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Exchange', '-', 'Succeeded', '-', '{"MailboxType": "User","DisplayName": "User 6","RecipientTypeDetails": "UserMailbox"}', 'T1078', 'Valid Accounts'
'2023-03-03T15:00:00Z', 'EmailSent', 'user2@contoso.com', '10.0.0.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Exchange', '-', 'Succeeded', '-', '{"Recipients": "["external@example.com"]","Subject": "Confidential PHI Data"}', 'T1567', 'Exfiltration Over C2 Channel'
'2023-03-04T09:01:00Z', 'PasswordSpray', '-', '192.168.1.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Failed', '-', '{"Username": "user1@contoso.com","Password": "P@ssw0rd123!"}', 'T1110', 'Brute Force'
'2023-03-04T12:00:00Z', 'UserLoggedIn', 'user7@contoso.com', '10.0.0.5', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Succeeded', '-', '{"LogonType": "RemoteInteractive","AuthenticationType": "Kerberos"}', 'T1078', 'Valid Accounts'
'2023-03-04T12:13:00Z', 'PasswordSpray', '-', '192.168.1.3', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Failed', '-', '{"Username": "user2@contoso.com","Password": "Password123!"}', 'T1110', 'Brute Force'
'2023-03-04T16:45:00Z', 'PasswordSpray', '-', '192.168.1.4', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Failed', '-', '{"Username": "user3@contoso.com","Password": "qwerty123!"}', 'T1110', 'Brute Force'
'2023-03-04T19:59:00Z', 'PasswordSpray', '-', '192.168.1.5', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Failed', '-', '{"Username": "user4@contoso.com","Password": "1234567890"}', 'T1110', 'Brute Force'
'2023-03-06T10:00:00Z', 'UserPasswordReset', 'user3@contoso.com', '10.0.0.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Azure Active Directory', '-', 'Succeeded', '-', '{"PasswordResetBy": "admin@contoso.com","IPAddress": "10.0.0.2"}', 'T1024', 'Custom Cryptographic Protocol'
'2023-03-08T09:00:00Z', 'EmailSent', 'user1@contoso.com', '10.0.0.2', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Exchange', '-', 'Succeeded', '-', '{"Recipients": "["user2@contoso.com]","user3@contoso.com","user4@contoso.com"],"Subject": "URGENT: Check this out!"}', 'T1566', 'Phishing'
'2023-03-10T14:00:00Z', 'MailboxForwardingRuleCreated', 'user7@contoso.com', '10.0.0.3', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 ((KHTML like Gecko)) Chrome/97.0.4692.71 Safari/537.36', 'Exchange', '-', 'Succeeded', '-', '{"RuleName": "Forwarding Rule","ForwardingAddress": "external@example.com"}', 'T1144', 'Email Collection'
